ï»¿"","Órgão","Cargo","Favorecido","Saída","Chegada","Destino","Qtd.","Diária","Total","Pgto.","Históricos","CNPJ","Ano","SqLiquidacao","ParentForm","SqDiaria","TpOrigem"
"","SECRETARIA MUNICIPAL DE SAÚDE","SECRETARIO(A) DE SAÚDE","MARIANA SANTANA DE P. C. DE A. BARRETO","03/11/2020","03/11/2020","SALVADOR/BA","1","240,00","240,00","10/11/2020","LIQUIDADO PARA PAGAMENTO  A DESPESA NA CONCESSÃO DE DIARIA PARA SRª MARIANA SANTANA P. C. DE A. BARRETO, SECRETARIA SAÚDE, PARA CUSTEAR VIAGEM A CIDADE DE SALVADOR/BA NO DIA 03 DE NOVEMBRO DE 2020, PARA PARTICIPAR DE REUNIAO NA COORDENAÇÃO DE URGÊNCIA - COUR DA SECRETARIA DE SAÚDE DO ESTADO DA BAHIA.  CONFORME REQUISIÇÃO EM ANEXO.","13320152000113","2020","1764","frmCadLiqEmpenho","1","E"
"","SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO","AGENTE DE SERVIÇOS","ARITANIA ANDRADE DE OLIVEIRA","28/09/2020","02/10/2020","SALVADOR/BA","5","140,00","700,00","28/09/2020","LIQUIDADO PARA PAGAMENTO A DESPESA NA CONCESSÃO DE DIÁRIA PARA SRª ARITANIA ANDRADE DE OLIVEIRA, AGENTE DE SERVIÇOS, PARA CUSTEAR VIAGEM A CIDADE DE SALVADOR/BA NOS DIAS 28/09 A 02/10/2020, PARA PARTICIPAR DE TREINAMENTO SIIDA - EMISSÃO DE RG, CONFORME SOLICITAÇÃO EME ANEXO.","13810312000102","2020","1271","frmCadLiqEmpenho","1","E"
"","SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO","AGENTE ADMINISTRATIVO","LUCIA MARIA DE SANTANA OLIVEIRA","28/09/2020","02/10/2020","SALVADOR/BA","5","140,00","700,00","28/09/2020","LIQUIDADO PARA PAGAMENTO A DESPESA NA CONCESSÃO DE DIÁRIA PARA SRª LUCIA MARIA DE SANTANA OLIVEIRA, AGENTE ADMINISTRATIVO, PARA CUSTEAR VIAGEM A CIDADE DE SALVADOR/BA NOS DIAS 28/09 A 02/10/2020, PARA PARTICIPAR DE TREINAMENTO SIIDA - EMISSÃO DE RG, CONFORME SOLICITAÇÃO EME ANEXO.","13810312000102","2020","1272","frmCadLiqEmpenho","1","E"
"","GABINETE DO PREFEITO","ASSISTENTE DA PROCURADORIA JURIDICA","MARIA ROSEMARY ALMEIDA NASCIMENTO","28/09/2020","02/10/2020","SAALVADOR/BA","5","140,00","700,00","28/09/2020","LIQUIDADO PARA PAGAMENTO A DESPESA NA CONCESSÃO DE DIÁRIA PARA SRª MARIA ROSEMARY ALMEIDA NASCIMENTO, ASSISTENTE DA PROCURADORIA JURIDICA, PARA CUSTEAR VIAGEM A CIDADE DE SALVADOR/BA NOS DIAS 28/09 A 02/10/2020, PARA PARTICIPAR DE TREINAMENTO SIIDA - EMISSÃO DE RG, CONFORME SOLICITAÇÃO EME ANEXO.","13810312000102","2020","1273","frmCadLiqEmpenho","1","E"
"","SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO","AGENTE DE DESENVOLVIMENTO","ARACELLY MACEDO NUNES","05/10/2020","09/10/2020","SALVADOR/BA","5","140,00","700,00","05/10/2020","LIQUIDADO PARA PAGAMENTO A DESPESA NA CONCESSÃO DE DIÁRIA PARA SRª ARACELLY MACEDO NUNES, AGENTE ADMINISTRATIVO, PARA CUSTEAR VIAGEM A CIDADE DE SALVADOR/BA NOS DIAS 05/10 A 09/10/2020, PARA PARTICIPAR DE TREINAMENTO SIIDA - EMISSÃO DE RG, CONFORME SOLICITAÇÃO EME ANEXO.","13810312000102","2020","1303","frmCadLiqEmpenho","1","E"
"","SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO","AGENTE DE SERVIÇOS","ARITANIA ANDRADE DE OLIVEIRA","05/10/2020","09/10/2020","SALVADOR/BA","5","140,00","700,00","05/10/2020","LIQUIDADO PARA PAGAMENTO A DESPESA NA CONCESSÃO DE DIÁRIA PARA SRª ARITÂNIA ANDRADE DE OLIVEIRA, AGENTE DE SERVIÇOS, PARA CUSTEAR VIAGEM A CIDADE DE SALVADOR/BA NOS DIAS 05/10 A 09/10/2020, PARA PARTICIPAR DE TREINAMENTO SIIDA - EMISSÃO DE RG, CONFORME SOLICITAÇÃO EME ANEXO.","13810312000102","2020","1304","frmCadLiqEmpenho","1","E"
"","GABINETE DO PREFEITO","ASSISTENTE DA PROCURADORIA JURIDICA","MARIA ROSEMARY ALMEIDA NASCIMENTO","05/10/2020","09/10/2020","SALVADOR/BA","5","140,00","700,00","05/10/2020","LIQUIDADO PARA PAGAMENTO A DESPESA NA CONCESSÃO DE DIÁRIA PARA SRª MARIA ROSEMARY ALMEIDA NASCIMENTO, ASSISTENTE DA PROCURADORIA JURÍDICA, PARA CUSTEAR VIAGEM A CIDADE DE SALVADOR/BA NOS DIAS 05/10 A 09/10/2020, PARA PARTICIPAR DE TREINAMENTO SIIDA - EMISSÃO DE RG, CONFORME SOLICITAÇÃO EME ANEXO.","13810312000102","2020","1305","frmCadLiqEmpenho","1","E"
"","SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO","AGENTE ADMINISTRATIVO","LUCIA MARIA DE SANTANA OLIVEIRA","05/10/2020","09/10/2020","SALVADOR/BA","5","140,00","700,00","05/10/2020","LIQUIDADO PARA PAGAMENTO A DESPESA NA CONCESSÃO DE DIÁRIA PARA SRª LUCIA MARIA DE SANTANA OLIVEIRA, AGENTE ADMINISTRATIVO, PARA CUSTEAR VIAGEM A CIDADE DE SALVADOR/BA NOS DIAS 05/10 A 09/10/2020, PARA PARTICIPAR DE TREINAMENTO SIIDA - EMISSÃO DE RG, CONFORME SOLICITAÇÃO EME ANEXO.","13810312000102","2020","1306","frmCadLiqEmpenho","1","E"
"","SECRETARIA MUNICIPAL DE DESENVOLVIMENTO SOCIAL","AGENTE ADMINISTRATIVO","ARACELLY MACEDO NUNES","12/02/2020","12/02/2020","SALVADOR/BA","1","100,00","100,00","17/03/2020","LIQUIDADO PARA PAGAMENTO A DESPESA NA CONCESSÃO DE DIÁRIA PARA SRª ARACELLY MACEDO NUNES, AGENTES ADMINISTRATIVO, PARA CUSTEAR VIAGEM A CIDADE DE SALVADOR/BA NOS DIA 12 DE FEVEREIRO E 18 DE MARÇO DE 2020, NA RETIRADA DAS CARTEIRAS DE IDENTIDADES NO INSTITUTO PEDRO MELLO, CONFORME REQUISIÇÃO EM ANEXO.","17993326000160","2020","73","frmCadLiqEmpenho","1","E"
"","SECRETARIA MUNICIPAL DE DESENVOLVIMENTO SOCIAL","AGENTE ADMINISTRATIVO","ARACELLY MACEDO NUNES","18/03/2020","18/03/2020","SALVADOR/BA","1","100,00","100,00","17/03/2020","LIQUIDADO PARA PAGAMENTO A DESPESA NA CONCESSÃO DE DIÁRIA PARA SRª ARACELLY MACEDO NUNES, AGENTES ADMINISTRATIVO, PARA CUSTEAR VIAGEM A CIDADE DE SALVADOR/BA NOS DIA 12 DE FEVEREIRO E 18 DE MARÇO DE 2020, NA RETIRADA DAS CARTEIRAS DE IDENTIDADES NO INSTITUTO PEDRO MELLO, CONFORME REQUISIÇÃO EM ANEXO.","17993326000160","2020","73","frmCadLiqEmpenho","2","E"
